time,measure,cumul_measure,total_by_period,cumul_by_period,unit_of_measurement,deviceId,year,month,day
2023-02-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1166284.337,72021360.57100002,grams,20210305-ORPEA-Plancoet,2023,2,9
2023-02-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,998213.336,73019573.90700002,grams,20210305-ORPEA-Plancoet,2023,2,10
2023-02-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,992513.881,74012087.78800002,grams,20210305-ORPEA-Plancoet,2023,2,11
2023-02-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1142839.544,75154927.33200002,grams,20210305-ORPEA-Plancoet,2023,2,12
2023-02-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1209145.548,76364072.88000001,grams,20210305-ORPEA-Plancoet,2023,2,13
2023-02-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1078498.856,77442571.73600002,grams,20210305-ORPEA-Plancoet,2023,2,14
2023-02-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,679135.876,78121707.61200002,grams,20210305-ORPEA-Plancoet,2023,2,15
2023-02-16,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,588272.079,78709979.69100001,grams,20210305-ORPEA-Plancoet,2023,2,16
2023-02-17,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,738997.456,79448977.14700001,grams,20210305-ORPEA-Plancoet,2023,2,17
2023-02-18,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,698942.0869999999,80147919.23400001,grams,20210305-ORPEA-Plancoet,2023,2,18
2023-02-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,712562.885,80860482.11900002,grams,20210305-ORPEA-Plancoet,2023,2,19
2023-02-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,941275.199,81801757.31800002,grams,20210305-ORPEA-Plancoet,2023,2,20
2023-02-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,897063.451,82698820.76900002,grams,20210305-ORPEA-Plancoet,2023,2,21
2023-02-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,863269.116,83562089.88500002,grams,20210305-ORPEA-Plancoet,2023,2,22
2023-02-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1114357.809,84676447.69400002,grams,20210305-ORPEA-Plancoet,2023,2,23
2023-02-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,984540.155,85660987.84900002,grams,20210305-ORPEA-Plancoet,2023,2,24
2023-02-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1042870.39,86703858.23900002,grams,20210305-ORPEA-Plancoet,2023,2,25
2023-02-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1121245.412,87825103.65100002,grams,20210305-ORPEA-Plancoet,2023,2,26
2023-02-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1144452.06,88969555.71100003,grams,20210305-ORPEA-Plancoet,2023,2,27
2023-02-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1044472.308,90014028.01900002,grams,20210305-ORPEA-Plancoet,2023,2,28
2023-02-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,27078099.386,90014028.019,grams,20210305-ORPEA-Plancoet,2023,2,28
2023-03-01,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1023379.098,91037407.11700003,grams,20210305-ORPEA-Plancoet,2023,3,1
2023-03-02,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1072494.62,92109901.73700003,grams,20210305-ORPEA-Plancoet,2023,3,2
2023-03-03,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1035986.622,93145888.35900003,grams,20210305-ORPEA-Plancoet,2023,3,3
2023-03-04,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1067050.301,94212938.66000003,grams,20210305-ORPEA-Plancoet,2023,3,4
2023-03-05,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1095338.773,95308277.43300003,grams,20210305-ORPEA-Plancoet,2023,3,5
2023-03-06,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1071858.489,96380135.92200002,grams,20210305-ORPEA-Plancoet,2023,3,6
2023-03-07,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,955395.466,97335531.38800003,grams,20210305-ORPEA-Plancoet,2023,3,7
2023-03-08,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,722571.105,98058102.49300003,grams,20210305-ORPEA-Plancoet,2023,3,8
2023-03-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,726789.571,98784892.06400003,grams,20210305-ORPEA-Plancoet,2023,3,9
2023-03-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,925912.41,99710804.47400002,grams,20210305-ORPEA-Plancoet,2023,3,10
2023-03-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,922875.865,100633680.33900002,grams,20210305-ORPEA-Plancoet,2023,3,11
2023-03-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,743719.112,101377399.45100002,grams,20210305-ORPEA-Plancoet,2023,3,12
2023-03-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,179138.715,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,13
2023-03-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,14
2023-03-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,15
2023-03-16,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,16
2023-03-17,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,17
2023-03-18,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,18
2023-03-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,19
2023-03-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,20
2023-03-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,21
2023-03-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,22
2023-03-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,23
2023-03-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,24
2023-03-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,25
2023-03-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,101556538.16600002,grams,20210305-ORPEA-Plancoet,2023,3,26
2023-03-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,81081.76400000001,101637619.93000002,grams,20210305-ORPEA-Plancoet,2023,3,27
2023-03-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,408641.467,102046261.39700001,grams,20210305-ORPEA-Plancoet,2023,3,28
2023-03-29,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,260063.649,102306325.04600002,grams,20210305-ORPEA-Plancoet,2023,3,29
2023-03-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,303842.594,102610167.64000002,grams,20210305-ORPEA-Plancoet,2023,3,30
2023-03-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,247563.836,102857731.47600001,grams,20210305-ORPEA-Plancoet,2023,3,31
2023-03-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,12843703.457,102857731.476,grams,20210305-ORPEA-Plancoet,2023,3,31
2023-12-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_YEARLY,61985457.528,102857731.476,grams,20210305-ORPEA-Plancoet,2023,12,31
2022-10-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,19
2022-10-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,20
2022-10-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,21
2022-10-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4433.928,-4433.928,percent,20210305-ORPEA-Plancoet,2022,10,22
2022-10-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,23
2022-10-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,24
2022-10-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,25
2022-10-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,26
2022-10-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,27
2022-10-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,28
2022-10-29,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4412.009,-8845.937,percent,20210305-ORPEA-Plancoet,2022,10,29
2022-10-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4432.28,-13278.217,percent,20210305-ORPEA-Plancoet,2022,10,30
2022-10-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4435.181,-17713.398,percent,20210305-ORPEA-Plancoet,2022,10,31
2022-10-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,null,null,percent,20210305-ORPEA-Plancoet,2022,10,31
2022-11-01,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4463.867,-22177.265,percent,20210305-ORPEA-Plancoet,2022,11,1
2022-11-02,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3509.398,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,2
2022-11-03,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,3
2022-11-04,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,4
2022-11-05,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,5
2022-11-06,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,6
2022-11-07,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,7
2022-11-08,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-25686.663,percent,20210305-ORPEA-Plancoet,2022,11,8
2022-11-09,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,9
2022-11-10,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3438.615,-29125.278,percent,20210305-ORPEA-Plancoet,2022,11,10
2022-11-11,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4417.589,-33542.867,percent,20210305-ORPEA-Plancoet,2022,11,11
2022-11-12,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4421.4130000000005,-37964.28,percent,20210305-ORPEA-Plancoet,2022,11,12
2022-11-13,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,13
2022-11-14,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,14
2022-11-15,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,15
2022-11-16,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,16
2022-11-17,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4396.805,-42361.085,percent,20210305-ORPEA-Plancoet,2022,11,17
2022-11-18,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4405.382,-46766.467,percent,20210305-ORPEA-Plancoet,2022,11,18
2022-11-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4395.366,-51161.833,percent,20210305-ORPEA-Plancoet,2022,11,19
2022-11-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4408.789,-55570.621999999996,percent,20210305-ORPEA-Plancoet,2022,11,20
2022-11-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4372.524,-59943.14599999999,percent,20210305-ORPEA-Plancoet,2022,11,21
2022-11-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4412.321,-64355.46699999999,percent,20210305-ORPEA-Plancoet,2022,11,22
2022-11-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4403.068,-68758.53499999999,percent,20210305-ORPEA-Plancoet,2022,11,23
2022-11-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4419.729,-73178.264,percent,20210305-ORPEA-Plancoet,2022,11,24
2022-11-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4400.25,-77578.514,percent,20210305-ORPEA-Plancoet,2022,11,25
2022-11-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4427.723,-82006.237,percent,20210305-ORPEA-Plancoet,2022,11,26
2022-11-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4430.834,-86437.071,percent,20210305-ORPEA-Plancoet,2022,11,27
2022-11-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4382.25,-90819.321,percent,20210305-ORPEA-Plancoet,2022,11,28
2022-11-29,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4347.005,-95166.326,percent,20210305-ORPEA-Plancoet,2022,11,29
2022-11-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4328.607,-99494.933,percent,20210305-ORPEA-Plancoet,2022,11,30
2022-11-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,null,null,percent,20210305-ORPEA-Plancoet,2022,11,30
2022-12-01,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4327.217,-103822.15000000001,percent,20210305-ORPEA-Plancoet,2022,12,1
2022-12-02,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3636.872,-107459.02200000001,percent,20210305-ORPEA-Plancoet,2022,12,2
2022-12-03,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4298.262,-111757.28400000001,percent,20210305-ORPEA-Plancoet,2022,12,3
2022-12-04,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4313.65,-116070.93400000001,percent,20210305-ORPEA-Plancoet,2022,12,4
2022-12-05,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4297.638,-120368.57200000001,percent,20210305-ORPEA-Plancoet,2022,12,5
2022-12-06,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4369.976,-124738.54800000001,percent,20210305-ORPEA-Plancoet,2022,12,6
2022-12-07,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4347.372,-129085.92000000001,percent,20210305-ORPEA-Plancoet,2022,12,7
2022-12-08,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4361.628,-133447.548,percent,20210305-ORPEA-Plancoet,2022,12,8
2022-12-09,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3275.858,-136723.40600000002,percent,20210305-ORPEA-Plancoet,2022,12,9
2022-12-10,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-136723.40600000002,percent,20210305-ORPEA-Plancoet,2022,12,10
2022-12-11,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-136723.40600000002,percent,20210305-ORPEA-Plancoet,2022,12,11
2022-12-12,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-2729.882,-139453.28800000003,percent,20210305-ORPEA-Plancoet,2022,12,12
2022-12-13,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4368.034,-143821.32200000004,percent,20210305-ORPEA-Plancoet,2022,12,13
2022-12-14,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4366.217,-148187.53900000005,percent,20210305-ORPEA-Plancoet,2022,12,14
2022-12-15,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4364.775,-152552.31400000004,percent,20210305-ORPEA-Plancoet,2022,12,15
2022-12-16,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4364.874,-156917.18800000005,percent,20210305-ORPEA-Plancoet,2022,12,16
2022-12-17,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4362.954,-161280.14200000005,percent,20210305-ORPEA-Plancoet,2022,12,17
2022-12-18,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4359.697,-165639.83900000004,percent,20210305-ORPEA-Plancoet,2022,12,18
2022-12-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4394.524,-170034.36300000004,percent,20210305-ORPEA-Plancoet,2022,12,19
2022-12-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4444.517,-174478.88000000003,percent,20210305-ORPEA-Plancoet,2022,12,20
2022-12-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4443.939,-178922.81900000005,percent,20210305-ORPEA-Plancoet,2022,12,21
2022-12-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4448.583,-183371.40200000006,percent,20210305-ORPEA-Plancoet,2022,12,22
2022-12-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4429.993,-187801.39500000005,percent,20210305-ORPEA-Plancoet,2022,12,23
2022-12-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4409.873,-192211.26800000004,percent,20210305-ORPEA-Plancoet,2022,12,24
2022-12-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4455.129,-196666.39700000003,percent,20210305-ORPEA-Plancoet,2022,12,25
2022-12-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4399.001,-201065.39800000002,percent,20210305-ORPEA-Plancoet,2022,12,26
2022-12-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4372.12,-205437.518,percent,20210305-ORPEA-Plancoet,2022,12,27
2022-12-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4386.796,-209824.314,percent,20210305-ORPEA-Plancoet,2022,12,28
2022-12-29,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4346.671,-214170.98500000002,percent,20210305-ORPEA-Plancoet,2022,12,29
2022-12-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4401.2,-218572.18500000003,percent,20210305-ORPEA-Plancoet,2022,12,30
2022-12-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4445.639,-223017.82400000002,percent,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,-123522.891,-123522.891,percent,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_YEARLY,null,null,percent,20210305-ORPEA-Plancoet,2022,12,31
2023-01-01,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4438.184,-227456.00800000003,percent,20210305-ORPEA-Plancoet,2023,1,1
2023-01-02,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4438.488,-231894.49600000004,percent,20210305-ORPEA-Plancoet,2023,1,2
2023-01-03,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4377.098,-236271.59400000004,percent,20210305-ORPEA-Plancoet,2023,1,3
2023-01-04,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4439.513,-240711.10700000005,percent,20210305-ORPEA-Plancoet,2023,1,4
2023-01-05,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4438.9,-245150.00700000004,percent,20210305-ORPEA-Plancoet,2023,1,5
2023-01-06,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4428.214,-249578.22100000005,percent,20210305-ORPEA-Plancoet,2023,1,6
2023-01-07,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4428.985,-254007.20600000003,percent,20210305-ORPEA-Plancoet,2023,1,7
2023-01-08,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4381.5380000000005,-258388.74400000004,percent,20210305-ORPEA-Plancoet,2023,1,8
2023-01-09,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4374.418,-262763.162,percent,20210305-ORPEA-Plancoet,2023,1,9
2023-01-10,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210305-ORPEA-Plancoet,2023,1,10
2023-01-11,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0,-262763.162,percent,20210305-ORPEA-Plancoet,2023,1,11
2023-01-12,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-350.524,-263113.686,percent,20210305-ORPEA-Plancoet,2023,1,12
2023-01-13,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-251.59199999999976,-263365.278,percent,20210305-ORPEA-Plancoet,2023,1,13
2023-01-14,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3802.21,-267167.488,percent,20210305-ORPEA-Plancoet,2023,1,14
2023-01-15,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3022.365,-270189.853,percent,20210305-ORPEA-Plancoet,2023,1,15
2023-01-16,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3012.888,-273202.741,percent,20210305-ORPEA-Plancoet,2023,1,16
2023-01-17,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-1674.456,-274877.197,percent,20210305-ORPEA-Plancoet,2023,1,17
2023-01-18,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,15.379999999999999,-274861.817,percent,20210305-ORPEA-Plancoet,2023,1,18
2023-01-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,6.452,-274855.365,percent,20210305-ORPEA-Plancoet,2023,1,19
