time,measure,cumul_measure,total_by_period,cumul_by_period,unit_of_measurement,deviceId,year,month,day
2022-12-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,43618.225,3219659.814,grams,20210305-ORPEA-Plancoet,2022,12,22
2022-12-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,45354.683,3265014.497,grams,20210305-ORPEA-Plancoet,2022,12,23
2022-12-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,48568.219,3313582.716,grams,20210305-ORPEA-Plancoet,2022,12,24
2022-12-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,45719.049,3359301.765,grams,20210305-ORPEA-Plancoet,2022,12,25
2022-12-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,73847.984,3433149.7490000003,grams,20210305-ORPEA-Plancoet,2022,12,26
2022-12-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,83946.151,3517095.9000000004,grams,20210305-ORPEA-Plancoet,2022,12,27
2022-12-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,53368.698000000004,3570464.598,grams,20210305-ORPEA-Plancoet,2022,12,28
2022-12-29,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,81146.106,3651610.7040000004,grams,20210305-ORPEA-Plancoet,2022,12,29
2022-12-30,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,53386.166,3704996.8700000006,grams,20210305-ORPEA-Plancoet,2022,12,30
2022-12-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,35252.539,3740249.4090000005,grams,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,2656592.087,3740249.409,grams,20210305-ORPEA-Plancoet,2022,12,31
2022-12-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_YEARLY,3740249.409,3740249.409,grams,20210305-ORPEA-Plancoet,2022,12,31
2023-01-01,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,40207.393000000004,3780456.8020000006,grams,20210305-ORPEA-Plancoet,2023,1,1
2023-01-02,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,59012.468,3839469.2700000005,grams,20210305-ORPEA-Plancoet,2023,1,2
2023-01-03,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,65534.548,3905003.8180000004,grams,20210305-ORPEA-Plancoet,2023,1,3
2023-01-04,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,37062.537,3942066.3550000004,grams,20210305-ORPEA-Plancoet,2023,1,4
2023-01-05,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,41643.238,3983709.5930000003,grams,20210305-ORPEA-Plancoet,2023,1,5
2023-01-06,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,39638.55,4023348.143,grams,20210305-ORPEA-Plancoet,2023,1,6
2023-01-07,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,39955.923,4063304.066,grams,20210305-ORPEA-Plancoet,2023,1,7
2023-01-08,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,61843.341,4125147.407,grams,20210305-ORPEA-Plancoet,2023,1,8
2023-01-09,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,60899.625,4186047.032,grams,20210305-ORPEA-Plancoet,2023,1,9
2023-01-10,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,26985.671000000002,4213032.703,grams,20210305-ORPEA-Plancoet,2023,1,10
2023-01-11,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,4213032.703,grams,20210305-ORPEA-Plancoet,2023,1,11
2023-01-12,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,798.787,4213831.489999999,grams,20210305-ORPEA-Plancoet,2023,1,12
2023-01-13,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,339547.45,4553378.9399999995,grams,20210305-ORPEA-Plancoet,2023,1,13
2023-01-14,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,205678.744,4759057.683999999,grams,20210305-ORPEA-Plancoet,2023,1,14
2023-01-15,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,401977.851,5161035.534999999,grams,20210305-ORPEA-Plancoet,2023,1,15
2023-01-16,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,401173.844,5562209.378999999,grams,20210305-ORPEA-Plancoet,2023,1,16
2023-01-17,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,542018.074,6104227.452999999,grams,20210305-ORPEA-Plancoet,2023,1,17
2023-01-18,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,316251.653,6420479.105999999,grams,20210305-ORPEA-Plancoet,2023,1,18
2023-01-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,539464.306,6959943.411999999,grams,20210305-ORPEA-Plancoet,2023,1,19
2023-01-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,489781.295,7449724.706999999,grams,20210305-ORPEA-Plancoet,2023,1,20
2023-01-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,415153.151,7864877.857999998,grams,20210305-ORPEA-Plancoet,2023,1,21
2023-01-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,551631.841,8416509.698999997,grams,20210305-ORPEA-Plancoet,2023,1,22
2023-01-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,948774.112,9365283.810999997,grams,20210305-ORPEA-Plancoet,2023,1,23
2023-01-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,1215045.632,10580329.442999996,grams,20210305-ORPEA-Plancoet,2023,1,24
2023-01-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,379959.404,10960288.846999995,grams,20210305-ORPEA-Plancoet,2023,1,25
2023-01-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,95662.318,11055951.164999995,grams,20210305-ORPEA-Plancoet,2023,1,26
2023-01-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,112701.866,11168653.030999996,grams,20210305-ORPEA-Plancoet,2023,1,27
2023-01-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,130338.501,11298991.531999996,grams,20210305-ORPEA-Plancoet,2023,1,28
2023-01-29,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,114322.294,11413313.825999996,grams,20210305-ORPEA-Plancoet,2023,1,29
2023-01-30,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,77927.462,11491241.287999995,grams,20210305-ORPEA-Plancoet,2023,1,30
2023-01-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,7821172.498,11561421.907,grams,20210305-ORPEA-Plancoet,2023,1,31
2023-01-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,70180.619,11561421.906999996,grams,20210305-ORPEA-Plancoet,2023,1,31
2023-02-01,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,71251.077,11632672.983999996,grams,20210305-ORPEA-Plancoet,2023,2,1
2023-02-02,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,70407.352,11703080.335999995,grams,20210305-ORPEA-Plancoet,2023,2,2
2023-02-03,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,68964.754,11772045.089999996,grams,20210305-ORPEA-Plancoet,2023,2,3
2023-02-04,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,73747.622,11845792.711999996,grams,20210305-ORPEA-Plancoet,2023,2,4
2023-02-05,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,71921.72,11917714.431999996,grams,20210305-ORPEA-Plancoet,2023,2,5
2023-02-06,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,148801.361,12066515.792999996,grams,20210305-ORPEA-Plancoet,2023,2,6
2023-02-07,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,245761.546,12312277.338999996,grams,20210305-ORPEA-Plancoet,2023,2,7
2023-02-08,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,276458.753,12588736.091999996,grams,20210305-ORPEA-Plancoet,2023,2,8
2023-02-09,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,191133.729,12779869.820999997,grams,20210305-ORPEA-Plancoet,2023,2,9
2023-02-10,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,85146.156,12865015.976999996,grams,20210305-ORPEA-Plancoet,2023,2,10
2023-02-11,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,106405.342,12971421.318999996,grams,20210305-ORPEA-Plancoet,2023,2,11
2023-02-12,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,192913.636,13164334.954999996,grams,20210305-ORPEA-Plancoet,2023,2,12
2023-02-13,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,194825.46899999998,13359160.423999997,grams,20210305-ORPEA-Plancoet,2023,2,13
2023-02-14,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,124364.159,13483524.582999997,grams,20210305-ORPEA-Plancoet,2023,2,14
2023-02-15,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,56863.402,13540387.984999998,grams,20210305-ORPEA-Plancoet,2023,2,15
2023-02-16,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,48671.414000000004,13589059.398999998,grams,20210305-ORPEA-Plancoet,2023,2,16
2023-02-17,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,61713.689,13650773.087999998,grams,20210305-ORPEA-Plancoet,2023,2,17
2023-02-18,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,58399.045,13709172.132999998,grams,20210305-ORPEA-Plancoet,2023,2,18
2023-02-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,59724.568,13768896.700999998,grams,20210305-ORPEA-Plancoet,2023,2,19
2023-02-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,79707.643,13848604.343999997,grams,20210305-ORPEA-Plancoet,2023,2,20
2023-02-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,76155.072,13924759.415999997,grams,20210305-ORPEA-Plancoet,2023,2,21
2023-02-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,73373.47,13998132.885999998,grams,20210305-ORPEA-Plancoet,2023,2,22
2023-02-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,96400.072,14094532.957999999,grams,20210305-ORPEA-Plancoet,2023,2,23
2023-02-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,84070.075,14178603.032999998,grams,20210305-ORPEA-Plancoet,2023,2,24
2023-02-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,87508.441,14266111.473999998,grams,20210305-ORPEA-Plancoet,2023,2,25
2023-02-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,81266.981,14347378.454999998,grams,20210305-ORPEA-Plancoet,2023,2,26
2023-02-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,92754.418,14440132.872999998,grams,20210305-ORPEA-Plancoet,2023,2,27
2023-02-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,68448.853,14508581.725999998,grams,20210305-ORPEA-Plancoet,2023,2,28
2023-02-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,2947159.819,14508581.726,grams,20210305-ORPEA-Plancoet,2023,2,28
2023-03-01,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,76377.57,14584959.295999998,grams,20210305-ORPEA-Plancoet,2023,3,1
2023-03-02,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,83992.514,14668951.809999999,grams,20210305-ORPEA-Plancoet,2023,3,2
2023-03-03,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,88915.726,14757867.535999998,grams,20210305-ORPEA-Plancoet,2023,3,3
2023-03-04,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,95136.12,14853003.655999998,grams,20210305-ORPEA-Plancoet,2023,3,4
2023-03-05,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,93437.197,14946440.852999998,grams,20210305-ORPEA-Plancoet,2023,3,5
2023-03-06,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,91083.161,15037524.013999999,grams,20210305-ORPEA-Plancoet,2023,3,6
2023-03-07,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,80790.428,15118314.441999998,grams,20210305-ORPEA-Plancoet,2023,3,7
2023-03-08,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,61557.679000000004,15179872.120999997,grams,20210305-ORPEA-Plancoet,2023,3,8
2023-03-09,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,61579.173,15241451.293999998,grams,20210305-ORPEA-Plancoet,2023,3,9
2023-03-10,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,78688.374,15320139.667999998,grams,20210305-ORPEA-Plancoet,2023,3,10
2023-03-11,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,79050.173,15399189.840999998,grams,20210305-ORPEA-Plancoet,2023,3,11
2023-03-12,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,60778.982,15459968.822999999,grams,20210305-ORPEA-Plancoet,2023,3,12
2023-03-13,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,4647.45,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,13
2023-03-14,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,14
2023-03-15,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,15
2023-03-16,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,16
2023-03-17,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,17
2023-03-18,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,18
2023-03-19,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,19
2023-03-20,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,20
2023-03-21,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,21
2023-03-22,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,22
2023-03-23,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,23
2023-03-24,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,24
2023-03-25,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,25
2023-03-26,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,0,15464616.272999998,grams,20210305-ORPEA-Plancoet,2023,3,26
2023-03-27,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,45.6,15464661.872999998,grams,20210305-ORPEA-Plancoet,2023,3,27
2023-03-28,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,15551.573,15480213.445999999,grams,20210305-ORPEA-Plancoet,2023,3,28
2023-03-29,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,16284.11,15496497.555999998,grams,20210305-ORPEA-Plancoet,2023,3,29
2023-03-30,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,18774.214,15515271.769999998,grams,20210305-ORPEA-Plancoet,2023,3,30
2023-03-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_DAILY,21315.091,15536586.860999998,grams,20210305-ORPEA-Plancoet,2023,3,31
2023-03-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_MONTHLY,1028005.135,15536586.861,grams,20210305-ORPEA-Plancoet,2023,3,31
2023-12-31,CO2_PRODUCED,CO2_PRODUCED_CUMULATED_YEARLY,11796337.452,15536586.861,grams,20210305-ORPEA-Plancoet,2023,12,31
2022-10-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,132955.532,132955.532,grams,20210305-ORPEA-Plancoet,2022,10,19
2022-10-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,61246.922,194202.454,grams,20210305-ORPEA-Plancoet,2022,10,20
2022-10-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,240465.795,434668.249,grams,20210305-ORPEA-Plancoet,2022,10,21
2022-10-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,203417.307,638085.556,grams,20210305-ORPEA-Plancoet,2022,10,22
2022-10-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,146288.043,784373.5989999999,grams,20210305-ORPEA-Plancoet,2022,10,23
2022-10-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,181488.985,965862.5839999999,grams,20210305-ORPEA-Plancoet,2022,10,24
2022-10-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,965862.5839999999,grams,20210305-ORPEA-Plancoet,2022,10,25
2022-10-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,37291.596,1003154.1799999999,grams,20210305-ORPEA-Plancoet,2022,10,26
2022-10-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,30755.432,1033909.612,grams,20210305-ORPEA-Plancoet,2022,10,27
2022-10-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,170562.442,1204472.054,grams,20210305-ORPEA-Plancoet,2022,10,28
2022-10-29,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,177047.284,1381519.338,grams,20210305-ORPEA-Plancoet,2022,10,29
2022-10-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,220927.243,1602446.581,grams,20210305-ORPEA-Plancoet,2022,10,30
2022-10-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,243092.33000000002,1845538.911,grams,20210305-ORPEA-Plancoet,2022,10,31
2022-10-31,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,1845538.911,1845538.911,grams,20210305-ORPEA-Plancoet,2022,10,31
2022-11-01,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,300770.1,2146309.011,grams,20210305-ORPEA-Plancoet,2022,11,1
2022-11-02,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,243135.33299999998,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,2
2022-11-03,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,3
2022-11-04,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,4
2022-11-05,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,5
2022-11-06,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,6
2022-11-07,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,7
2022-11-08,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,2389444.344,grams,20210305-ORPEA-Plancoet,2022,11,8
2022-11-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,18828.093,2408272.437,grams,20210305-ORPEA-Plancoet,2022,11,9
2022-11-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,251079.164,2659351.601,grams,20210305-ORPEA-Plancoet,2022,11,10
2022-11-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,297100.127,2956451.7279999997,grams,20210305-ORPEA-Plancoet,2022,11,11
2022-11-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,281891.978,3238343.706,grams,20210305-ORPEA-Plancoet,2022,11,12
2022-11-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,291112.729,3529456.4349999996,grams,20210305-ORPEA-Plancoet,2022,11,13
2022-11-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,258750.028,3788206.4629999995,grams,20210305-ORPEA-Plancoet,2022,11,14
2022-11-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,3788206.4629999995,grams,20210305-ORPEA-Plancoet,2022,11,15
2022-11-16,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,117759.696,3905966.1589999995,grams,20210305-ORPEA-Plancoet,2022,11,16
2022-11-17,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,600495.586,4506461.744999999,grams,20210305-ORPEA-Plancoet,2022,11,17
2022-11-18,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,637415.094,5143876.839,grams,20210305-ORPEA-Plancoet,2022,11,18
2022-11-19,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,663495.897,5807372.736,grams,20210305-ORPEA-Plancoet,2022,11,19
2022-11-20,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,576785.21,6384157.9459999995,grams,20210305-ORPEA-Plancoet,2022,11,20
2022-11-21,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,592724.47,6976882.415999999,grams,20210305-ORPEA-Plancoet,2022,11,21
2022-11-22,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,625164.944,7602047.359999999,grams,20210305-ORPEA-Plancoet,2022,11,22
2022-11-23,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,635742.934,8237790.294,grams,20210305-ORPEA-Plancoet,2022,11,23
2022-11-24,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,618892.38,8856682.674,grams,20210305-ORPEA-Plancoet,2022,11,24
2022-11-25,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,698659.701,9555342.375,grams,20210305-ORPEA-Plancoet,2022,11,25
2022-11-26,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,598966.791,10154309.166,grams,20210305-ORPEA-Plancoet,2022,11,26
2022-11-27,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,595734.292,10750043.457999999,grams,20210305-ORPEA-Plancoet,2022,11,27
2022-11-28,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,707211.799,11457255.257,grams,20210305-ORPEA-Plancoet,2022,11,28
2022-11-29,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,543587.047,12000842.304,grams,20210305-ORPEA-Plancoet,2022,11,29
2022-11-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1018296.082,13019138.386,grams,20210305-ORPEA-Plancoet,2022,11,30
2022-11-30,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_MONTHLY,11173599.475,13019138.386,grams,20210305-ORPEA-Plancoet,2022,11,30
2022-12-01,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,670317.527,13689455.913,grams,20210305-ORPEA-Plancoet,2022,12,1
2022-12-02,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1243269.526,14932725.439000001,grams,20210305-ORPEA-Plancoet,2022,12,2
2022-12-03,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1113019.699,16045745.138,grams,20210305-ORPEA-Plancoet,2022,12,3
2022-12-04,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1278562.447,17324307.585,grams,20210305-ORPEA-Plancoet,2022,12,4
2022-12-05,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1193989.246,18518296.831,grams,20210305-ORPEA-Plancoet,2022,12,5
2022-12-06,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1173856.601,19692153.432,grams,20210305-ORPEA-Plancoet,2022,12,6
2022-12-07,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1145822.992,20837976.424,grams,20210305-ORPEA-Plancoet,2022,12,7
2022-12-08,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1149311.739,21987288.163,grams,20210305-ORPEA-Plancoet,2022,12,8
2022-12-09,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,985002.654,22972290.816999998,grams,20210305-ORPEA-Plancoet,2022,12,9
2022-12-10,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,22972290.816999998,grams,20210305-ORPEA-Plancoet,2022,12,10
2022-12-11,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,0,22972290.816999998,grams,20210305-ORPEA-Plancoet,2022,12,11
2022-12-12,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,887866.67,23860157.487,grams,20210305-ORPEA-Plancoet,2022,12,12
2022-12-13,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1395509.028,25255666.515,grams,20210305-ORPEA-Plancoet,2022,12,13
2022-12-14,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1304359.065,26560025.580000002,grams,20210305-ORPEA-Plancoet,2022,12,14
2022-12-15,CO2_PRODUCED_LEGACY,CO2_PRODUCED_LEGACY_CUMULATED_DAILY,1312025.845,27872051.425,grams,20210305-ORPEA-Plancoet,2022,12,15
